satisfaction,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
satisfied,Female,Loyal Customer,57,Personal Travel,Eco,974,4,5,4,2,2,4,5,2,5,5,2,2,3,2,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco Plus,2601,1,2,1,4,3,1,4,3,1,5,3,1,3,3,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2310,1,2,1,4,5,1,5,5,3,3,3,1,4,5,0,12
dissatisfied,Male,Loyal Customer,19,Personal Travel,Eco,2169,1,2,1,4,5,1,5,5,1,4,4,1,4,5,0,0
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,978,4,5,4,2,4,2,4,3,3,4,3,1,3,1,0,0
dissatisfied,Female,Loyal Customer,64,Personal Travel,Eco,2847,1,2,1,4,1,2,2,2,5,3,4,2,4,2,111,133
dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco Plus,2082,1,2,1,4,2,1,2,2,2,3,3,3,4,2,9,11
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1608,4,5,4,2,4,4,4,4,4,4,5,5,4,4,0,11
satisfied,Female,Loyal Customer,20,Personal Travel,Eco,2486,4,5,4,2,2,4,5,5,5,4,5,4,5,5,0,0
satisfied,Female,Loyal Customer,24,Personal Travel,Eco,1976,4,5,4,2,4,4,5,5,5,4,5,3,5,5,0,6
satisfied,Female,Loyal Customer,58,Personal Travel,Eco Plus,931,4,5,4,2,2,5,4,2,2,4,2,4,2,5,0,1
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2465,4,5,4,2,3,4,4,3,5,4,5,4,4,3,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2434,1,2,1,4,2,1,2,2,1,3,3,3,3,2,0,4
satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1729,4,5,4,2,2,4,2,2,1,3,2,2,3,2,4,8
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1889,4,5,4,2,4,5,5,5,5,4,5,3,5,3,2,9
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,898,4,5,4,2,1,4,1,1,5,3,4,5,5,1,8,11
dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco Plus,2279,1,2,1,4,1,1,1,1,1,1,3,2,4,1,11,15
satisfied,Female,Loyal Customer,50,Personal Travel,Business,916,4,5,4,2,1,4,1,1,3,4,4,5,4,1,16,
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2179,1,2,1,4,4,1,5,4,1,1,4,4,3,4,8,1
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2474,1,2,1,4,3,1,3,3,4,2,3,3,4,3,18,8
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,2126,1,2,1,4,4,1,3,4,1,3,3,1,3,4,0,4
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,883,4,5,4,2,4,2,2,3,3,4,3,5,3,3,19,20
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,2482,1,2,1,4,1,4,4,4,5,3,3,4,1,4,158,152
satisfied,Female,Loyal Customer,63,Personal Travel,Eco,895,4,5,4,2,3,4,3,3,1,2,1,5,5,3,0,0
dissatisfied,Male,Loyal Customer,68,Personal Travel,Eco,2044,1,2,1,4,4,1,4,4,1,2,3,3,4,4,27,36
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2402,1,2,1,4,2,1,1,2,2,1,4,3,3,2,1,0
dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco Plus,2618,1,2,1,4,2,1,2,2,4,4,3,3,4,2,0,0
dissatisfied,Male,Loyal Customer,44,Personal Travel,Eco,2441,1,2,1,4,2,1,2,2,4,4,4,1,3,2,0,10
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,843,4,5,4,2,1,4,1,1,3,5,4,4,4,1,0,0
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,843,4,5,4,2,4,4,4,5,5,4,1,3,5,3,0,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,815,4,5,4,3,2,4,2,2,5,2,4,5,4,2,0,0
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2178,1,2,1,4,2,1,2,2,2,5,3,4,3,2,1,0
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,790,4,5,4,3,5,5,4,1,1,4,1,3,1,4,15,3
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1905,1,2,1,4,2,1,4,2,1,3,4,1,4,2,6,31
dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2171,1,2,1,4,2,1,2,2,1,4,4,2,3,2,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,2360,1,2,1,4,4,1,4,4,4,4,3,4,4,4,23,35
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2147,1,2,1,4,2,1,5,2,1,3,3,4,4,2,45,49
dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1785,1,2,1,4,3,1,3,3,4,1,3,3,3,3,0,0
satisfied,Female,Loyal Customer,48,Personal Travel,Eco,760,4,5,4,3,4,4,5,1,1,4,1,5,1,5,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco Plus,1779,1,2,1,4,4,1,4,4,3,4,3,3,4,4,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,2025,4,5,4,3,4,4,5,2,2,4,2,5,2,3,0,4
satisfied,Female,Loyal Customer,13,Personal Travel,Eco Plus,2224,4,5,4,3,3,5,4,2,2,4,2,3,2,5,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1734,1,2,1,4,4,1,4,4,1,4,3,3,3,4,46,41
dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,2470,1,2,1,4,1,1,1,1,3,5,4,3,4,1,0,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1891,1,2,1,4,4,1,4,4,4,4,3,1,3,4,58,49
satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1934,4,5,4,3,3,4,3,3,3,5,5,4,5,3,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco Plus,711,4,5,4,3,4,5,5,1,1,4,1,3,1,3,0,13
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2148,1,2,1,4,5,1,5,5,4,2,4,2,4,5,0,0
satisfied,Female,Loyal Customer,62,Personal Travel,Eco,706,4,5,4,3,2,4,4,5,5,4,5,4,5,3,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2023,1,2,1,4,1,1,1,1,2,3,4,4,4,1,0,0
dissatisfied,Male,Loyal Customer,22,Personal Travel,Business,1981,1,2,1,4,5,1,5,5,2,3,4,1,3,5,44,42
satisfied,Female,Loyal Customer,55,Personal Travel,Business,667,4,5,4,3,2,4,5,2,2,4,2,4,2,3,0,0
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,1743,4,5,4,3,4,5,5,2,2,4,5,4,2,4,8,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1629,1,2,1,4,4,1,4,4,2,1,4,3,4,4,119,119
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2148,1,2,1,4,1,1,1,1,3,5,3,3,4,1,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1771,1,2,1,4,3,1,3,3,1,5,3,1,3,3,0,0
satisfied,Female,Loyal Customer,69,Personal Travel,Eco,639,4,5,4,3,5,4,5,5,3,3,5,4,4,5,84,114
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1963,1,2,1,4,3,1,5,3,3,5,4,3,3,3,2,1
satisfied,Female,Loyal Customer,18,Personal Travel,Eco Plus,1946,4,5,4,3,2,5,3,3,3,4,3,3,3,1,46,56
satisfied,Female,Loyal Customer,9,Personal Travel,Eco Plus,1855,4,5,4,3,4,4,4,4,3,2,5,4,5,4,30,42
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2540,1,2,1,4,5,1,5,5,1,2,4,2,3,5,0,0
satisfied,Female,Loyal Customer,58,Personal Travel,Eco,616,4,5,4,3,3,4,5,3,3,4,3,4,3,3,7,0
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2263,1,2,1,4,3,1,3,3,4,4,2,1,3,3,47,39
dissatisfied,Male,Loyal Customer,31,Personal Travel,Business,1469,1,2,1,4,4,1,4,4,3,1,3,1,4,4,0,0
dissatisfied,Male,Loyal Customer,14,Personal Travel,Eco,1824,1,2,1,4,4,1,1,4,4,3,3,4,3,4,73,69
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,587,4,5,4,3,2,5,5,3,3,4,3,3,3,3,0,0
dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,1645,1,2,1,4,4,1,4,4,2,5,3,2,3,4,87,88
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,583,4,5,4,3,1,5,5,3,3,4,5,2,3,2,0,0
dissatisfied,Male,Loyal Customer,7,Personal Travel,Eco,1926,1,2,1,4,5,1,3,5,3,2,4,1,3,5,0,12
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,559,4,5,4,3,1,4,4,1,3,5,5,3,4,1,51,
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2086,1,2,1,4,2,1,2,2,1,5,4,4,4,2,0,0
dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,1472,1,2,1,4,2,1,2,2,2,3,4,4,4,2,0,5
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,1889,1,2,1,4,5,1,5,5,1,1,3,2,3,5,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1852,1,2,1,4,2,1,2,2,3,2,3,1,4,2,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,2328,1,2,1,4,3,1,3,3,2,3,3,3,4,3,27,19
satisfied,Female,Loyal Customer,58,Personal Travel,Business,549,4,5,4,3,2,5,5,2,2,4,2,5,2,4,0,1
satisfied,Female,Loyal Customer,66,Personal Travel,Business,520,4,5,4,3,3,4,4,3,3,4,3,4,3,3,113,117
dissatisfied,Female,Loyal Customer,66,Personal Travel,Eco,2446,1,2,1,4,1,5,2,3,4,4,4,2,3,2,148,138
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,1927,1,2,1,4,2,1,2,2,2,1,3,3,3,2,0,9
dissatisfied,Male,Loyal Customer,66,Personal Travel,Eco,2105,1,2,1,4,4,1,4,4,1,2,4,2,3,4,79,62
satisfied,Female,Loyal Customer,61,Personal Travel,Business,497,4,5,4,3,2,4,2,2,3,2,5,3,5,2,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco Plus,523,4,5,4,3,2,2,3,3,3,4,4,3,3,1,6,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,1487,1,2,1,4,1,1,1,1,2,1,4,2,4,1,1,0
dissatisfied,Male,Loyal Customer,37,Personal Travel,Eco,2145,1,2,1,4,4,1,2,4,2,3,4,4,3,4,0,0
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,500,4,5,4,3,2,4,2,2,4,5,5,5,4,2,0,0
satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1903,4,5,4,3,5,4,5,5,4,4,4,3,5,5,3,6
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1863,4,5,4,3,2,3,5,4,4,4,4,2,4,1,0,5
satisfied,Female,Loyal Customer,63,Personal Travel,Eco Plus,458,4,5,4,3,1,4,1,1,5,2,1,5,4,1,0,0
dissatisfied,Female,Loyal Customer,30,Personal Travel,Eco,2054,1,2,1,4,1,4,4,3,3,4,4,4,3,4,145,138
dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,2184,1,2,1,4,3,1,2,3,3,5,4,4,4,3,0,0
satisfied,Female,Loyal Customer,35,Personal Travel,Eco,1958,4,5,4,3,2,3,5,4,4,4,4,3,4,3,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,439,4,5,4,3,2,2,5,3,3,4,3,3,3,2,0,4
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1638,1,2,1,4,2,1,2,2,3,1,2,3,4,2,0,0
satisfied,Female,Loyal Customer,10,Personal Travel,Eco,1872,4,5,4,3,5,4,5,5,5,3,2,5,3,5,0,0
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1369,1,2,1,4,2,1,2,2,3,3,4,1,3,2,44,44
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,1730,4,5,4,3,1,4,1,1,1,5,2,2,2,1,7,8
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1266,1,2,1,4,1,1,1,1,3,1,4,1,3,1,8,23
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1506,4,5,4,3,5,1,2,2,2,4,4,5,2,1,0,15
satisfied,Female,Loyal Customer,59,Personal Travel,Eco,464,4,5,4,3,1,4,1,1,3,2,5,3,4,1,0,0
dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco,2321,1,2,1,4,1,4,4,3,4,4,4,4,1,4,178,165
satisfied,Female,Loyal Customer,53,Personal Travel,Eco,429,4,5,4,3,5,4,5,5,3,5,5,4,5,5,0,0
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,438,4,5,4,3,4,4,4,4,4,5,5,4,4,4,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1617,1,2,1,4,4,1,4,4,2,3,4,4,4,4,1,0
satisfied,Female,Loyal Customer,11,Personal Travel,Eco Plus,1605,4,5,4,3,2,4,2,2,1,2,5,3,5,2,2,0
dissatisfied,Male,Loyal Customer,36,Personal Travel,Eco,2098,1,2,1,4,3,1,3,3,1,2,4,4,3,3,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1698,1,2,1,4,4,1,4,4,4,2,3,4,3,4,0,0
dissatisfied,Female,Loyal Customer,24,Personal Travel,Eco,1964,1,2,1,4,1,3,3,1,1,4,4,3,1,3,214,201
satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1904,4,5,4,3,4,5,5,2,2,4,2,3,2,4,0,0
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,1311,4,5,4,3,4,4,4,4,4,3,4,3,5,4,0,0
dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,1410,1,2,1,4,4,1,1,4,3,2,2,4,3,4,28,29
dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1737,1,2,1,4,3,1,3,3,2,5,4,2,3,3,0,0
satisfied,Female,Loyal Customer,9,Personal Travel,Eco,1817,4,5,4,4,3,4,3,3,3,2,5,5,4,3,0,0
dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1317,1,2,1,4,2,1,2,2,3,4,4,4,4,2,0,19
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,1923,1,2,1,4,1,5,5,1,2,4,3,5,4,5,161,177
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2203,1,2,1,4,5,1,5,5,1,5,3,1,3,5,0,0
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco Plus,1527,1,2,1,4,3,1,3,3,1,3,4,2,4,3,0,0
satisfied,Female,Loyal Customer,54,Personal Travel,Eco,398,4,5,4,4,4,5,4,1,1,4,1,5,1,4,4,3
dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2078,1,2,1,4,2,1,3,2,3,2,3,1,4,2,0,0
dissatisfied,Male,Loyal Customer,24,Personal Travel,Eco,1596,1,2,1,4,1,1,3,1,1,4,3,3,4,1,65,62
dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1678,1,2,1,4,1,1,3,1,1,2,3,1,3,1,17,3
satisfied,Female,Loyal Customer,70,Personal Travel,Eco,371,4,5,4,4,5,4,5,5,4,5,5,3,5,5,0,0
satisfied,Female,Loyal Customer,12,Personal Travel,Eco,1493,4,5,4,4,5,4,5,5,5,4,5,5,5,3,57,46
dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,1774,1,2,1,4,4,1,4,4,2,5,4,2,3,4,19,17
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2074,1,2,1,4,2,1,2,2,1,2,3,3,3,2,34,18
satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2099,4,5,4,4,1,4,1,1,5,5,4,3,5,1,11,11
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco Plus,1881,1,2,1,4,2,1,2,2,1,4,3,1,3,2,0,12
dissatisfied,Male,Loyal Customer,62,Personal Travel,Eco,1295,1,2,1,4,2,1,2,2,1,1,4,3,4,2,9,5
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1785,1,2,1,4,1,1,1,1,4,3,3,2,4,1,3,7
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,336,4,5,4,4,1,3,1,3,3,4,3,4,3,2,18,15
satisfied,Female,Loyal Customer,38,Personal Travel,Eco,1459,4,5,4,4,2,4,2,2,4,5,5,4,5,2,24,28
dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1471,1,2,1,4,5,1,5,5,2,1,3,1,3,5,10,13
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,345,4,5,4,4,2,4,5,2,4,2,4,5,5,2,0,0
dissatisfied,Male,Loyal Customer,8,Personal Travel,Eco,1482,1,2,1,4,5,1,5,5,1,5,3,4,3,5,0,0
satisfied,Female,Loyal Customer,64,Personal Travel,Eco,312,4,5,4,4,4,4,4,4,4,4,4,4,5,4,0,0
dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1618,1,2,1,4,2,1,2,2,3,4,4,2,4,2,45,43
dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,1862,1,2,1,4,5,1,5,5,3,3,4,4,3,5,16,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1363,4,5,4,4,4,4,4,4,4,4,5,5,4,4,22,13
dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,1063,1,2,1,4,2,1,2,2,1,2,4,3,4,2,9,10
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,296,4,5,4,4,2,4,2,2,3,4,4,2,4,2,0,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2119,1,2,1,4,1,1,1,1,1,3,3,2,4,1,65,53
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1354,1,2,1,4,4,1,4,4,2,4,4,1,3,4,0,0
satisfied,Female,Loyal Customer,68,Personal Travel,Eco,298,4,5,4,4,5,4,5,5,4,3,4,4,4,5,0,35
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1171,1,2,1,4,4,1,4,4,3,2,4,2,3,4,0,0
satisfied,Female,Loyal Customer,49,Personal Travel,Eco,290,4,5,4,4,4,4,4,4,5,2,4,5,4,4,0,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1828,1,2,1,4,5,1,5,5,3,4,3,1,4,5,1,0
satisfied,Female,Loyal Customer,20,Personal Travel,Eco Plus,1675,4,5,4,4,4,4,4,1,1,4,1,4,1,5,0,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1549,4,5,4,4,4,5,4,5,5,4,5,4,5,4,0,0
satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1079,4,5,4,4,4,4,5,4,5,4,2,3,2,4,0,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,272,4,5,4,4,3,4,1,3,3,3,5,5,4,3,37,33
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,959,1,2,1,4,1,1,1,1,2,4,3,1,3,1,0,2
dissatisfied,Male,Loyal Customer,16,Personal Travel,Eco,973,1,2,1,4,3,1,5,3,4,3,4,4,3,3,80,85
dissatisfied,Male,Loyal Customer,55,Personal Travel,Eco Plus,969,1,2,1,4,4,1,4,4,2,3,4,4,3,4,64,64
satisfied,Female,Loyal Customer,63,Personal Travel,Eco Plus,218,4,5,4,4,2,4,1,2,4,2,4,3,4,2,0,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,1331,1,2,1,4,3,1,3,3,4,3,3,3,3,3,0,2
satisfied,Female,Loyal Customer,55,Personal Travel,Eco,238,4,5,4,4,2,4,2,2,1,3,2,2,4,2,0,0
satisfied,Female,Loyal Customer,41,Personal Travel,Business,243,4,5,4,4,4,4,4,4,3,3,4,3,5,4,0,0
dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2169,1,2,1,4,1,1,1,1,2,1,4,4,3,1,0,0
satisfied,Female,Loyal Customer,57,Personal Travel,Eco Plus,98,4,5,4,4,3,4,3,3,3,2,5,5,5,3,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2005,4,5,4,4,2,4,2,2,4,5,5,5,4,2,0,0
satisfied,Female,Loyal Customer,23,Personal Travel,Eco,1636,4,5,4,4,3,4,3,3,4,3,4,4,4,3,0,0
dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,1615,1,2,1,4,3,1,3,3,3,5,4,4,3,3,19,16
satisfied,Female,Loyal Customer,42,Personal Travel,Eco,98,4,5,4,4,2,5,3,4,4,4,4,2,4,2,10,2
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,203,4,5,4,4,2,4,2,2,5,5,5,5,5,2,0,0
dissatisfied,Male,Loyal Customer,26,Personal Travel,Eco,1316,1,2,1,4,5,1,1,5,4,2,4,3,4,5,16,0
dissatisfied,Male,Loyal Customer,15,Personal Travel,Eco,1612,1,2,1,4,2,1,2,2,1,5,3,1,3,2,1,0
dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1647,1,2,1,4,1,1,1,1,4,2,4,3,3,1,0,0
dissatisfied,Male,Loyal Customer,51,Personal Travel,Business,95,1,2,1,4,3,4,4,4,4,1,1,2,4,3,18,21
satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1719,4,5,4,4,1,4,1,1,5,4,4,4,5,1,0,0
dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,1108,1,2,1,4,3,1,3,3,2,5,3,1,4,3,0,0
dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1671,1,2,1,4,2,1,2,2,3,1,4,2,4,2,0,7
satisfied,Female,Loyal Customer,7,Personal Travel,Eco,993,4,5,4,5,3,4,3,3,3,4,4,3,4,3,94,89
satisfied,Female,Loyal Customer,31,Personal Travel,Eco,1474,4,5,4,5,3,3,3,4,4,4,4,3,4,4,0,20
dissatisfied,Male,Loyal Customer,50,Personal Travel,Eco,2142,1,2,2,1,3,2,3,3,3,2,1,4,1,3,0,0
satisfied,Female,Loyal Customer,46,Personal Travel,Eco,784,4,5,4,5,2,5,4,2,2,4,2,3,2,5,0,0
satisfied,Female,Loyal Customer,56,Personal Travel,Eco,512,4,5,4,5,2,4,5,4,4,4,4,5,4,5,2,1
satisfied,Female,Loyal Customer,42,Personal Travel,Eco Plus,510,4,5,4,5,1,4,1,1,5,4,5,5,4,1,0,0
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,3875,1,2,2,3,4,2,4,4,1,4,4,2,3,4,0,0
dissatisfied,Female,Loyal Customer,17,Personal Travel,Eco,3563,1,2,2,3,2,4,4,1,1,4,3,4,2,4,164,162
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,2660,1,2,2,3,4,2,4,4,4,5,4,4,3,4,22,3
satisfied,Female,Loyal Customer,44,Personal Travel,Eco,1668,4,5,4,5,1,4,1,1,5,2,5,3,4,1,0,0
satisfied,Female,Loyal Customer,26,Personal Travel,Eco,2967,4,5,5,1,4,4,4,2,2,5,2,5,2,3,0,1
dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2695,1,2,2,3,2,2,3,2,2,2,3,3,4,2,0,0
dissatisfied,Male,Loyal Customer,57,Personal Travel,Business,2859,1,2,2,3,2,1,1,4,5,3,4,1,3,1,164,142
satisfied,Female,Loyal Customer,39,Personal Travel,Eco,2173,4,5,5,2,5,5,5,5,3,3,5,5,5,5,0,55
satisfied,Female,Loyal Customer,37,Personal Travel,Eco,2043,4,5,5,2,1,5,1,1,4,5,4,5,5,1,52,40
satisfied,Female,Loyal Customer,40,Personal Travel,Eco,2267,4,5,5,2,3,4,4,2,2,5,2,4,2,4,72,55
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,2326,4,5,5,3,5,5,5,5,5,5,5,5,5,5,0,9
satisfied,Female,Loyal Customer,64,Personal Travel,Eco Plus,902,4,5,5,3,2,4,4,3,3,5,3,5,3,3,9,0
satisfied,Female,Loyal Customer,34,Personal Travel,Eco,1729,4,5,5,3,5,5,1,5,3,4,4,3,5,5,14,10
satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1875,4,5,5,3,1,5,2,5,5,5,5,1,5,2,0,0
dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco Plus,1726,1,2,2,3,3,2,3,3,2,2,3,2,2,3,8,0
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1139,4,5,5,4,5,5,5,2,2,5,2,3,2,3,0,0
satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1812,4,5,5,5,5,5,4,4,4,5,4,5,4,3,0,0
satisfied,Female,Loyal Customer,18,Personal Travel,Eco,1203,5,0,0,1,4,4,4,2,2,0,2,3,2,5,26,36
dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,4078,1,2,2,4,2,2,1,1,5,4,3,1,3,1,24,23
satisfied,Female,Loyal Customer,61,Personal Travel,Eco Plus,2439,5,0,5,1,2,4,5,4,4,5,4,5,4,4,0,0
satisfied,Female,Loyal Customer,31,Personal Travel,Business,3054,5,0,5,1,4,5,4,4,3,2,4,5,5,4,12,2
satisfied,Female,Loyal Customer,19,Personal Travel,Eco,2494,5,0,5,1,4,5,4,4,3,2,5,5,4,4,0,5
satisfied,Female,Loyal Customer,67,Personal Travel,Eco,911,5,0,5,2,5,3,3,3,2,4,4,3,4,3,2,0
dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco Plus,2128,1,2,2,4,1,2,1,1,2,1,3,1,4,1,7,0
satisfied,Female,Loyal Customer,65,Personal Travel,Eco,862,5,0,5,2,4,5,4,4,4,5,5,5,4,4,19,19
satisfied,Female,Loyal Customer,29,Personal Travel,Eco,1414,5,0,5,3,4,5,4,4,5,2,3,5,4,4,10,0
dissatisfied,Male,Loyal Customer,50,Personal Travel,Business,687,1,2,2,4,1,4,4,4,4,2,4,2,4,2,0,0
satisfied,Female,Loyal Customer,60,Personal Travel,Eco,646,5,0,5,4,2,5,2,2,5,5,4,4,4,2,12,27
satisfied,Female,Loyal Customer,39,Personal Travel,Eco Plus,2096,5,0,5,4,4,5,4,4,3,5,4,5,4,4,14,15
satisfied,Female,Loyal Customer,24,Personal Travel,Business,1963,5,0,5,4,3,5,3,3,4,3,5,5,5,3,69,57
dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1321,1,2,2,4,5,2,5,5,4,3,4,2,3,5,1,5
dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1660,1,2,3,3,4,3,4,4,1,2,3,4,2,4,46,39
dissatisfied,Male,Loyal Customer,10,Personal Travel,Eco,1816,1,2,3,3,5,3,5,5,3,4,3,2,3,5,0,0
dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,2026,1,2,3,3,2,3,2,2,3,1,3,1,4,2,14,10
satisfied,Female,Loyal Customer,37,Personal Travel,Business,554,5,1,4,3,1,3,4,5,5,4,5,4,5,4,1,6
dissatisfied,Male,Loyal Customer,7,Personal Travel,Business,1680,1,2,3,4,1,3,1,1,2,1,4,3,4,1,87,78
